Symbol,Trust_Score,Verdict,Current_Price,Actual_Return_1Y,pe_ratio,debt_to_equity,revenue_growth,profit_margins,roe,free_cash_flow,dividend_yield,cash_reserves,operating_costs,net_income,analyst_target,current_price,sector,rsi,macd,macd_signal,roc,sma_50,sma_200,ema_20,price_vs_sma50,price_vs_sma200,bb_upper,bb_lower,bb_position,atr,volatility,volume_trend,volume_ratio,trend_strength
HON,85.7,TRUSTED,195.5,-0.4402072649662311,20.622364,215.247,0.07,0.1507,0.34616002,5684125184.0,2.34,13358999552.0,0.0,6128999936.0,236.60667,195.5,Industrials,54.79451462377775,0.8910126639189571,0.38305426931693953,2.3453018675201323,195.00861938476564,200.2891111755371,195.1754545692774,0.25197892112903697,-2.391099120380955,200.3032944843636,187.6547072246208,0.6202505160674151,2.9471435546875,24.85594040523912,-39.93724898352289,0.5594959166588164,0.21919275909285424
DE,85.7,TRUSTED,466.21,29.86367533947873,25.186926,248.418,0.126,0.11017,0.20427999,2737125120.0,1.39,6904000000.0,0.0,5026999808.0,526.913,466.21,Industrials,38.5774879312062,-0.2842523202756979,1.0588843375027335,-6.407968424878102,471.89119995117187,481.8075784301758,474.6649949014945,-1.2039233824834195,-3.2373062760693156,493.93159482142903,456.4293976102116,0.26080055495897764,10.315000261579241,27.750844208596952,-40.072738605722805,0.7826002270470941,-0.025745651908827345
HWM,85.7,TRUSTED,209.57,165.63360189616998,58.86798,65.176,0.138,0.18181999,0.30064,910000000.0,0.21,663000000.0,0.0,1448000000.0,233.696,209.57,Industrials,67.1070393690941,1.2110364278881036,-0.3853760496479896,2.891798340651579,199.59378814697266,174.10630489349364,199.46224818200426,4.9982613536549625,20.368993789408936,209.52553083519837,186.86146867652036,1.0019624235368307,5.693572998046875,34.1295153411864,-37.03332607275103,0.5367538623699819,0.056688857349577126
FDX,85.7,TRUSTED,295.21,2.0587461452767815,16.337023,0.0,0.139,0.04814,0.15886,4643375104.0,1.96,0.0,0.0,4330999808.0,300.10715,295.21,Industrials,88.62249581997861,8.081736152585393,7.255034586202236,8.344522338136876,262.77314025878906,234.0291017150879,279.8342052935158,12.344051284824626,26.14242813890435,294.741279218457,263.71340828154297,1.0151061681793798,6.3515890549265555,32.71260171833516,-3.0739703084648693,0.8929871460801871,0.42229332046446755
UNP,85.7,TRUSTED,234.15,5.292089617761403,19.87691,189.829,0.025,0.2873,0.41619,4491375104.0,2.36,828000000.0,0.0,7052000256.0,260.48,234.15,Industrials,50.59098901429194,2.736255755623972,3.276364254836872,2.7886786826172587,226.0424282836914,223.42401733398438,233.10911256001646,3.58674505240126,4.800726748398905,240.73131829766788,227.53003881903135,0.501463141369442,3.6400180669200495,22.368364916653448,-36.45359944945916,0.5711545470903328,0.15020450634364607
GD,85.7,TRUSTED,343.84,24.200816662363835,22.26943,40.419,0.106,0.081829995,0.17782,3506500096.0,1.74,2520000000.0,0.0,4215000064.0,381.856,343.84,Industrials,56.963243236861835,0.2532433727982948,-0.4089661058174929,0.8121467599579176,340.9913995361328,305.0744281005859,339.988886838105,0.8353867005540041,12.706921546542516,345.5437071559692,332.43729259989016,0.8700093903798936,5.91357421875,21.25114630379021,1.1673151750972763,0.9447685909903073,0.042188378510704776
ETN,85.7,TRUSTED,322.81,-0.7246323057390256,32.37813,59.661,0.101,0.14741,0.20653,2315500032.0,1.29,565000000.0,0.0,3926000128.0,404.0624,322.81,Industrials,40.98359312396546,-9.006910052329829,-8.072261387463296,-4.111093595369632,354.0174005126953,338.2626742553711,333.33310554962674,-8.815217248899728,-4.568247658655763,356.4226304955588,312.1833723120584,0.24020803428613302,9.383568899972099,37.51213639127216,-31.099587111868694,0.7746693524033614,-0.36707049192696006
ROK,85.7,TRUSTED,398.84,44.416019967996654,52.067886,98.275,0.138,0.104169995,0.20282,1287250048.0,1.38,468000000.0,0.0,867000000.0,400.23077,398.84,Industrials,48.55250841759591,5.241712027326457,7.215807910235025,1.926912542841986,378.87420349121095,327.00209732055663,395.3233753288367,5.26976834598422,21.968635554931037,412.1904371014221,385.7445574054138,0.49517879847473684,8.230004446847099,32.918479151837445,-40.11898450845261,0.5611918863334153,0.049445351034463195
DOV,85.7,TRUSTED,199.95,10.162168169621808,26.035156,40.076,0.048,0.28370002,0.15883,1207432064.0,1.04,1552803968.0,0.0,1061046016.0,214.6515,199.95,Industrials,68.01935583560946,4.671353974093989,4.661869861449272,7.789472039062398,183.38385345458985,177.36305313110353,193.44152129688985,9.033588934673848,12.734864121020067,204.52419062225738,181.8838568630942,0.7979626218114436,3.6821441650390625,27.654548969711495,-44.27270683453237,0.5547397283164744,0.43661460341957536
IEX,85.7,TRUSTED,180.34,-10.163439546926996,28.58003,48.121,0.101,0.13974,0.12197,562675008.0,1.57,593800000.0,0.0,478100000.0,193.76923,180.34,Industrials,54.6284009833002,2.513265405641306,2.5505291355046213,3.852578564093858,171.08219970703124,171.93284629821778,176.2387063776481,5.4113149390835815,4.889787042256386,181.62770051311716,172.306297594793,0.8618551105976605,3.281427655901228,29.033745728323822,-28.56923029575601,0.6969057504783158,0.14775290759749485
ROP,85.7,TRUSTED,449.34,-18.91850435756014,30.967607,47.288,0.143,0.20337,0.081549995,2175612416.0,0.81,320000000.0,0.0,1570200064.0,569.5,449.34,Technology,54.477014357462565,-1.7481577256783112,-3.3612800427713805,0.6563456579702861,456.39539978027346,524.9900540161133,447.48428707160724,-1.5458971422103698,-14.409807785787262,451.59100582254325,440.3799902712068,0.7992144891473025,7.077859061104911,21.000336774702994,-47.020101925254814,0.7916245383512212,0.0393603330188032
HUBB,85.7,TRUSTED,455.92,22.149712596829225,28.495,58.21,0.041,0.15123,0.24991,513700000.0,1.25,680899968.0,0.0,858400000.0,486.07693,455.92,Industrials,63.49512890324556,3.1824980177919997,1.797621997945702,6.425014416571417,439.65111328125,404.8917021179199,441.2816113169482,3.7004114524047567,12.602953096567305,459.75925884473725,418.86529865037994,0.906117054969584,11.879983084542411,31.89963406291334,-21.966337831355457,0.6385825824735136,0.24892212062953756
ALL,85.7,TRUSTED,209.55,31.752030355485022,6.7925444,29.43,0.038,0.12533,0.34469002,6504249856.0,1.91,9674000384.0,0.0,8261000192.0,236.04762,209.55,Financial Services,51.52710524746526,0.7715752565181049,0.8015181762056854,-0.9929207374198812,202.8581399536133,200.43721656799318,206.96210359434002,3.298789538184035,4.546454316119162,214.99684488918518,199.80988881442812,0.6413473634469242,3.873572213309152,26.2482156374423,-24.85994519468632,0.7969266281880752,-0.07144843716248396
IPAR,85.7,TRUSTED,84.26,-32.16282553208635,16.424952,20.812,0.012,0.112390004,0.19771999,81218752.0,3.8,187856000.0,0.0,164516992.0,103.6,84.26,Consumer Defensive,66.3531202815179,-0.37634740265706057,-1.0862700349134318,5.92485655854252,86.58232620239258,108.93483676910401,83.34982645722346,-2.6822149138537887,-22.65100436619169,85.55722949991002,78.64791271200403,0.8122495460115233,2.2395599107693576,32.31428828470918,-35.64658886190961,0.8224382290430406,0.3333706592972148
SNPS,85.7,TRUSTED,475.47,-22.568193233104004,58.8453,50.459,0.378,0.18886,0.0716,2170938624.0,0.0,2960958976.0,0.0,1336120064.0,555.5336,475.47,Technology,54.64745205692888,11.374713770276344,9.670881959940225,18.390980942489474,436.1720001220703,488.9293502807617,454.78996861227614,9.009748697219123,-2.752820842587933,499.45654420041535,410.6604601941159,0.7298693602522995,14.55356924874442,56.1438945362016,-45.67852412994808,0.7003597024488318,0.576406161096724
TXN,85.7,TRUSTED,177.08,-8.242422306493046,32.255013,84.477,0.142,0.29208001,0.29757,-684249984.0,3.21,5185999872.0,0.0,5016000000.0,189.10274,177.08,Technology,38.16465233570132,2.7217134975861086,3.095198912443305,9.464052144554502,169.05808807373046,179.26442024230957,175.17807635670601,4.745063574731586,-1.2185454360113566,188.16097115230247,164.4080306177171,0.5334906301342617,4.007859366280692,40.15876195091214,-51.18453895772846,0.4785526321475022,0.2833892601147875
ZM,85.7,TRUSTED,87.16,51.37199935445624,16.9572,0.522,0.044,0.33166,0.17743,2017973248.0,0.0,7943305216.0,0.0,1593933056.0,94.96296,87.16,Technology,54.34287313657326,1.4368779021427116,1.4625855679538629,0.9497421345834441,84.50459991455078,79.3522498703003,87.28679526546551,3.1423185841287706,9.839360326355836,91.27128818501005,83.64671108256807,0.4607852386220967,2.1577862330845425,32.349972963332554,-32.316356775451446,0.7630726258490994,0.2752568705827786
SWKS,85.7,TRUSTED,64.48,-39.3128235183705,20.935066,20.898,0.073,0.116739996,0.0789,1055275008.0,4.4,1374200064.0,0.0,477100000.0,83.52632,64.48,Technology,17.61584572227747,-0.9705117111991086,-0.8285326794221487,1.5273265013951485,69.14963249206544,69.15175189971924,66.40068953916605,-6.752934132611128,-6.755792029044194,70.60109193269689,62.86190741117518,0.20907835202257927,1.659283229282924,50.56749723875884,-32.40052840972551,0.548159318983252,-0.13337018508712634
COIN,85.7,TRUSTED,242.3,11.13659079521722,20.924007,48.559,0.589,0.43664002,0.26005,-1097911808.0,0.0,9769669632.0,0.0,3217709056.0,372.0793,242.3,Financial Services,25.844243146795975,-12.21103724642765,-11.800326930147973,-4.651342787874246,291.085,284.5890505218506,260.1926971258021,-16.75970831483662,-14.859688871566707,286.8596009992994,235.19839765792713,0.13746496276720374,12.457138061523438,72.54027535335157,-16.896552956863996,0.6546621890910801,-0.5247365662025247
JPM,85.7,TRUSTED,325.93,63.39865368400971,16.151138,0.0,0.088,0.347,0.16437,0.0,1.84,1411027042304.0,0.0,56660000768.0,328.86957,325.93,Financial Services,61.62399375663846,3.673455771494446,2.6032596089093376,7.567654348442657,308.4931988525391,281.6106080627441,314.63933692420756,5.6522457830835435,15.737824976807186,326.2442982930622,301.2857004862347,0.9874069200636366,6.699286324637277,24.868676821726098,-34.21929008340874,0.7139959878705615,0.2355910880739595
SCHW,85.7,TRUSTED,101.18,36.881424613454676,23.69555,99.789,0.266,0.35930002,0.17046,0.0,1.07,83681001472.0,0.0,7767000064.0,112.78947,101.18,Financial Services,75.95667607533102,1.6801928783865634,0.9691051846995101,11.505403005497216,94.39359146118164,89.59055374145508,96.34346215372051,7.189480492205846,12.936013987776107,101.14395411772564,89.59104725556539,1.003120096775661,1.9678568158830916,24.990664621172705,-40.858793839087674,0.5966457827100107,0.4777640390612391
CDNS,85.7,TRUSTED,316.93,0.3991467414291088,81.89406,47.685,0.101,0.20354,0.21736,1384099840.0,0.0,2930040064.0,0.0,1060961984.0,382.9781,316.93,Technology,25.83169516918467,-1.6998231408550737,-0.7156187865250632,4.3700154296374665,323.96260009765626,315.8521000671387,320.9628142510062,-2.1708084265761185,0.3412649807974842,345.7065016551619,298.7844956592912,0.38671613950364575,6.848569597516741,38.76892571615571,-44.714662310177104,0.4646614898917662,0.035136436218242736
BLK,85.7,TRUSTED,1086.55,35.380296813983634,27.931877,24.32,0.252,0.26638,0.120740004,6554749952.0,1.92,12597999616.0,0.0,6096000000.0,1319.3334,1086.55,Financial Services,54.674957429825085,3.6870388046263542,0.6926083739560459,6.027434855975225,1078.515771484375,1035.511573791504,1069.6518995217577,0.7449383269279793,4.928817439456016,1108.4434326438088,1022.6097778054099,0.7449324060952198,18.262199495202335,27.738793164594387,-56.861661492449976,0.3773303776261,0.2345400712417085
NOW,85.7,TRUSTED,154.36,1.7548036146808277,93.55151,21.255,0.218,0.13665,0.16813,3909874944.0,0.0,5410999808.0,0.0,1731000064.0,228.47318,154.36,Technology,34.87921497664807,-4.340836821201691,-3.458342396032546,-6.483621959707338,171.4158792114258,181.7546295928955,162.3248920539253,-9.949999194670502,-15.072314275517495,177.55164262243406,149.14675520471437,0.18353339441102803,5.429286411830357,40.40421871007604,22.99796963410819,1.518630562790987,-0.3636087978645117
CRM,85.7,TRUSTED,263.43,4.685214135026153,35.217915,19.385,0.086,0.17913,0.12184,14523750400.0,0.63,11322999808.0,0.0,7222000128.0,330.06265,263.43,Technology,75.72212820665213,5.4775226580515834,4.378275611332536,12.700839674115624,247.62226837158204,256.4806497955322,253.92265251212217,6.383805627884056,2.709499872910141,277.30239913537406,225.04355881140324,0.7345443110946797,6.7949988788607545,31.983366561273275,-49.335425310178465,0.6116960998454744,0.7301642873027638
AXP,85.7,TRUSTED,382.19,62.308402636390085,25.633133,185.273,0.122,0.16143999,0.33935001,0.0,0.86,53553000448.0,0.0,10410999808.0,364.095,382.19,Financial Services,63.9042536239582,6.266240050316071,6.039834969024973,5.391017814711249,361.6554016113281,313.3026889801025,372.7507438016463,5.677946669284573,21.98746320548774,389.11414586913475,355.45885828125586,0.794262835827846,7.419285365513393,31.50952808317052,-32.37995261778153,0.632786817191818,0.3075507113260395
AMAT,85.7,TRUSTED,260.23,8.44616240121963,30.014996,34.533,-0.035,0.24669,0.35508,3653250048.0,0.71,8573000192.0,0.0,6998000128.0,259.53125,260.23,Technology,42.279412177195056,5.454574761877325,7.456629503286114,7.3290455251994375,241.33977752685547,188.04071300506592,255.667034094994,7.827235797203224,38.39024901980529,277.54505523668416,243.26794525159704,0.49485110448666,8.10214342389788,45.65824424668563,-48.715138822370676,0.4996763907617801,0.0503579897773913
NXPI,85.7,TRUSTED,225.98,-17.093852321864166,27.93325,117.34,-0.024,0.17111,0.20872,1663374976.0,1.79,3953999872.0,0.0,2060999936.0,260.66876,225.98,Technology,49.22992162721556,5.712174833470954,5.6770830361210045,18.830108968738244,211.54056732177733,208.99893966674804,220.98170547202983,6.825843661370971,8.124948426947796,248.20724977671046,192.0582089024888,0.6041383129061418,5.765704136257666,46.461841695954156,-42.883043470298446,0.6539460136166705,0.7771699773700644
MCO,85.7,TRUSTED,515.39,16.86482533557906,41.49678,181.347,0.107,0.29916,0.54914004,2067750016.0,0.73,2259000064.0,0.0,2244000000.0,544.1,515.39,Financial Services,68.23144624393885,6.048770384454542,3.3474099289634807,6.119381555173024,485.1296453857422,480.9233187866211,493.9997775863401,6.237584025324673,7.166775765578707,510.0555480037919,474.70245370519245,1.150891081826943,9.098573957170759,26.962912468870254,-30.138997229882868,0.7182586994301419,0.20235643782286697
IBM,85.7,TRUSTED,303.78,73.29320177278751,36.250595,237.831,0.091,0.120900005,0.30156,11757500416.0,2.21,14855000064.0,0.0,7919000064.0,293.89316,303.78,Technology,52.23249263196967,0.7709144678142934,1.8720531341705613,-0.2299041584909435,300.902021484375,268.0335028839111,304.3483689860849,0.9564499702343595,13.336577521380985,313.2088267540666,298.5651753211287,0.35611496777630786,6.244282313755581,30.166630765840434,-17.825745252499406,0.6157606924366366,-0.03988388419724853
PANW,85.7,TRUSTED,188.12,11.809806835066867,119.063286,4.951,0.157,0.11687,0.15324001,3034449920.0,0.0,4209999872.0,0.0,1116899968.0,225.41792,188.12,Technology,41.67923255308088,-3.618309201810348,-3.9688924779781756,0.993177002358653,201.53080017089843,192.29725013732912,191.04294724533978,-6.654469213806796,-2.172290564300024,198.30049009558374,181.66451387170142,0.38804342820703874,4.0414308820452005,34.950777374631365,-43.792785539374165,0.5483596778450384,-0.08640687447036849
PLTR,85.7,TRUSTED,194.13,591.5924549717588,451.46512,3.52,0.628,0.28114,0.19504,1180160000.0,0.0,6437816832.0,0.0,1095366016.0,184.65,194.13,Technology,68.48249270418668,4.160156058020732,2.3991218381404567,18.697646750503083,180.64009979248047,148.0674250793457,183.37584034255673,7.467835273468763,31.10919216619253,199.3397789033129,161.61322250049568,0.8619069823157421,6.990644182477679,67.35797450456535,-34.696204853059925,0.30654946290482815,0.7996166921560575
V,85.7,TRUSTED,353.38,34.447797073105484,34.611164,68.807,0.115,0.50145,0.52068,20072873984.0,0.76,18997000192.0,0.0,19853000704.0,395.85,353.38,Financial Services,75.47703032269544,4.498398789489443,2.220902167920789,5.634773016560391,337.81403076171875,343.37887619018557,341.1068523931806,4.607853050388364,2.9125637556946455,357.2911261380374,318.74787532680637,0.8985264301036789,5.9442901611328125,22.59868012259794,-46.859237696611636,0.578304077913814,0.3722991104390731
AVGO,85.7,TRUSTED,349.32,108.49631901153245,72.92693,166.032,0.164,0.36198002,0.31048,25044125696.0,0.74,11105000448.0,0.0,23125999616.0,456.802,349.32,Technology,39.53168470248633,-6.660289060451021,-1.1268468492061097,-9.101010286304566,361.04760986328125,284.1670133209229,359.3240575063168,-3.2482149773830162,22.927711855744352,429.93466617493,314.7616106805388,0.3000562631193101,17.259784557914596,53.31990088458407,-35.8840097730044,1.051070007343009,-0.9393472690425456
AMZN,85.7,TRUSTED,232.14,19.35831839346585,32.788136,43.405,0.134,0.11063,0.24327,26080000000.0,0.0,94196998144.0,0.0,76482002944.0,295.59784,232.14,Consumer Cyclical,49.63234451952812,-0.8796469630572403,-1.224756514973733,1.075456629248628,229.74940002441406,215.97380020141603,228.32966379788067,1.0405247478253894,7.4852594032960935,236.25638317762144,221.29161639513245,0.7249283034073215,4.424998692103794,34.5563805186435,-26.33280771227155,0.6558659448811822,-0.14059259013875572
SHOP,85.7,TRUSTED,169.53,161.2575151711964,124.65441,8.912,0.315,0.16650999,0.15741,1174749952.0,0.0,6349000192.0,0.0,1780999936.0,177.02174,169.53,Technology,62.68299795385076,3.174573680304519,2.1882926824436986,7.727015339267361,160.40320007324217,129.05944984436036,162.7865613387516,5.689910613932444,31.358067141725847,172.3614128225464,151.71858748262935,0.862837862713762,6.6391416277204245,59.42135147664593,-48.69244233657093,0.3724523965523002,0.4205776038044858
DOCN,85.7,TRUSTED,48.93,47.37951468549258,19.572,0.0,0.157,0.29153,0.0,183765872.0,0.0,236560992.0,0.0,251868000.0,53.75,48.93,Technology,58.909734321726155,0.9152385336406326,0.9529438784788276,8.975498089847758,44.608199996948244,34.77279991149902,46.761725312738164,9.688353954033568,40.71343242335546,51.14780747841156,42.48519270469391,0.7439794760394289,2.227428436279297,67.58511167588827,-41.945462878093494,0.5093517872749106,0.29439845800353426
ABNB,85.7,TRUSTED,136.49,-7.01049111927657,32.497623,26.458,0.097,0.2203,0.30776,3233625088.0,0.0,11683999744.0,0.0,2631000064.0,140.22571,136.49,Consumer Cyclical,87.35164040794642,4.124051095469483,2.784619596654659,15.123151403329855,124.11779983520508,126.50550022125245,128.55132787795094,9.968115511543013,7.892546375018607,140.32744650005685,112.32555261493339,0.8629578048314974,3.2328583853585378,37.6987161814691,-31.48994732429568,0.6781830425583739,0.921642165137981
ADBE,85.7,TRUSTED,352.42,-36.96091446289225,21.102993,57.197,0.105,0.29997,0.55426,0.0,0.0,6594999808.0,0.0,7129999872.0,430.96472,352.42,Technology,68.41955721434046,6.380337804249336,4.632890070372747,10.286348580949275,337.7937994384766,364.07379943847656,345.00756396042954,4.3299237622393685,-3.2009405864185263,369.73340428045907,311.6045962078222,0.7021547245370978,10.74357169015067,30.685246455148857,-34.7670181941385,0.7703538301254316,0.6731558388428914
AME,71.4,TRUSTED,208.56,24.24467865494352,32.895897,26.09,0.108,0.20502001,0.14632,1368788736.0,0.59,439236992.0,0.0,1468797952.0,223.17647,208.56,Industrials,67.17692266742571,3.042248864404513,2.5154424766367387,5.91473098043859,195.0800308227539,181.94041526794433,200.76723314806196,6.909967503587021,14.63093411732993,207.4157575025517,193.26008173084674,1.0808325984923444,3.2732892453209694,22.74476835941775,-6.200396661705645,1.0534898891063276,0.2566211138074303
CP,71.4,TRUSTED,74.45,-9.801592924558426,22.290419,51.203,0.032,0.28378,0.09285,2272124928.0,0.88,411000000.0,0.0,4264999936.0,88.331436,74.45,Industrials,53.86860078142751,0.5559547438544854,0.48734937203422113,4.082200781178337,73.01939956665039,75.27395832061768,73.62165446496091,1.959201787582462,-1.0946167715346626,75.84154367869505,71.48045491749636,0.6809175858025006,1.2328578404017858,25.026027016845116,-42.54380850157432,0.40158641104243864,0.1764024524213259
WM,71.4,TRUSTED,220.34,5.348777559098634,34.69921,245.399,0.149,0.10345,0.29328,1471250048.0,1.5,175000000.0,0.0,2564000000.0,246.48,220.34,Industrials,60.188782737033954,2.3116536082441996,1.8072294938025113,2.2947639060666676,210.7764614868164,222.04292472839356,215.3778172599865,4.537287884810801,-0.766936569848367,222.21056666618733,208.59095310920327,0.86265613774794,3.2090471609643885,18.844892946562165,-52.70809703314618,0.5206085203682395,0.1144688605253922
PH,71.4,TRUSTED,887.14,67.39147908847669,31.64966,74.953,0.037,0.18178,0.27294,3098715904.0,0.81,473000000.0,0.0,3640999936.0,924.90546,887.14,Industrials,57.23620492958752,15.257563261425162,17.79107049906626,4.1195293092183185,823.7941027832031,715.6967102050781,868.2661192569093,7.689532087110004,23.954742560467185,898.8550324001168,847.7969573459769,0.7705550446377548,16.031415666852677,31.856224411443513,-48.63030663298162,0.4451746841992894,0.14757171010320716
XYL,71.4,TRUSTED,138.62,1.8949974365298623,35.726803,18.253,0.078,0.10659,0.08555,960000000.0,1.15,1191000064.0,0.0,948000000.0,167.41176,138.62,Industrials,42.7383052482264,-1.4399176719044249,-1.7207023166092954,-2.0422581455960906,143.4594577026367,132.9635209274292,139.2487310528397,-3.373400863873658,4.254154936860907,141.99447055659968,135.90653041996282,0.44571146172992265,2.332853044782366,24.12552364542162,-50.22403555426032,0.49180474199975066,-0.1310303616801399
CMI,71.4,TRUSTED,517.09,87.18878652895157,26.806118,62.949,-0.016,0.079450004,0.22767,1640249984.0,1.55,3159000064.0,0.0,2668000000.0,534.2955,517.09,Industrials,54.487437924523064,12.00432889300356,14.022148179808697,4.4752948447897465,468.7541296386719,376.852986907959,502.9447117212179,10.311567229083497,37.21266510268118,526.5225618005853,489.0424436925788,0.748332304665241,12.947858537946429,31.48808581385928,-45.73766280614113,0.5632483407775005,0.16535278112242266
ITW,71.4,TRUSTED,251.83,5.512406230602733,24.449514,278.654,0.023,0.19052,0.91683,2440999936.0,2.56,924000000.0,0.0,3025999872.0,258.9681,251.83,Industrials,53.00640080696913,1.275129226938418,1.4000291659319875,1.4012464835972476,248.11440093994142,248.968939743042,250.8525147058176,1.497535361525697,1.149164265617051,257.969822825015,244.20717912810997,0.5538777920014708,3.868572780064174,22.65579353581271,-47.4133772366575,0.5478304585989188,0.10838514539978988
EMR,71.4,TRUSTED,135.49,21.358127852230606,33.703983,67.785,0.051,0.12728,0.09363,2741250048.0,1.64,1544000000.0,0.0,2284999936.0,151.2057,135.49,Industrials,51.35994145493884,0.7454260996421738,0.9571023010213887,3.5065025291822898,132.3562467956543,125.82812061309815,133.98117259537116,2.3676696592552924,7.678637202072422,139.5139612828705,129.57303822884828,0.5952130634309365,2.8121446881975447,30.123541434325634,-25.017606363146776,0.6061262824259143,0.07880180134991698
TXT,71.4,TRUSTED,90.5,2.077386464446663,19.803062,55.332,0.051,0.05809,0.11465,727500032.0,0.09,1446000000.0,0.0,828000000.0,92.92857,90.5,Industrials,76.35207487180938,2.0883382276043676,1.5371935066658533,9.166474323365717,82.88377090454101,78.53002515792846,86.23496941620071,9.18904752081172,15.24254553337939,91.16240406881859,79.99447688210914,0.9406869280445442,1.7098296972310496,27.623391096019684,-23.875315580820796,0.7683119813280131,0.5188141341538033
NOC,71.4,TRUSTED,580.06,37.647659789934465,20.88049,109.401,0.043,0.09819999,0.26152,2280375040.0,1.59,1956999936.0,0.0,4019000064.0,662.6771,580.06,Industrials,66.10068458816664,1.809396867323926,-1.5665743239404977,2.281451318416176,572.1769201660156,538.4919161987305,566.451060335391,1.3777342487513935,7.7193510449138465,584.2980764501598,539.742127407262,0.904881862408863,10.834276471819196,27.371252304801207,-19.688253322619413,0.6340330339406967,0.18176921140969207
UPS,71.4,TRUSTED,100.19,-22.884208370250594,15.485318,184.32,-0.037,0.061490003,0.33618,3183124992.0,6.55,6832000000.0,0.0,5502000128.0,103.82759,100.19,Industrials,56.8941654761228,2.2609427876142973,2.2485820406844863,5.976307881493731,93.64421401977539,92.70148956298829,98.45799569010786,6.990061788813293,8.078093365834981,103.67079636952386,92.75520536997809,0.6811172268856123,1.9435719081333704,32.73348952933012,-24.58546604373257,0.6871980599851943,0.41008002616272404
LMT,71.4,TRUSTED,482.55,8.398773049874878,26.883007,358.987,0.088,0.05726,0.62776,4426500096.0,2.86,3470000128.0,0.0,4200000000.0,523.9474,482.55,Industrials,76.94045234982921,4.396099366231965,1.8583368755652627,7.471901975325407,470.43373901367187,459.3729235839844,470.3318502103249,2.575548429987237,5.045370116322719,494.1688355191033,434.28206780120917,0.805986394509269,9.799285888671875,26.40010680514246,-40.61447522166472,0.5584903591894547,0.47796095549682777
LYFT,71.4,TRUSTED,19.6,49.50419918597967,52.972973,230.149,0.107,0.02402,0.24525,1003428480.0,0.0,1992523008.0,0.0,150686000.0,24.42263,19.6,Technology,30.41607558024984,-0.4679466986575562,-0.3063912368286427,-0.15282109311971803,20.875000038146972,16.752474999427797,20.413826976370782,-6.10778277531646,16.997639943585593,23.27896381268758,18.133036652705485,0.2850727737019399,0.9221431187220982,59.74636558158337,-52.54230816196408,0.32786357287703155,-0.5625478682562811
STT,71.4,TRUSTED,130.7,73.04950743685843,13.874734,0.0,0.094,0.21877001,0.111499995,0.0,2.57,139566006272.0,0.0,2756999936.0,130.66667,130.7,Financial Services,77.84089850000021,3.3268382073903666,2.983735957685071,12.585064235705385,119.40900009155274,105.29596328735352,125.37535627403781,9.455733527650732,24.12631298273122,134.25118405504207,115.10981600599307,0.8144757941177397,2.7607149396623885,28.1165636946233,29.125245188108796,1.3489078612571286,0.6041366068630429
SPOT,71.4,TRUSTED,579.39,91.67963114386252,73.52665,28.873,0.071,0.08315,0.22639,789000000.0,0.0,7481999872.0,0.0,1404999936.0,757.1895,579.39,Communication Services,58.96258860961743,-11.37759929964534,-13.718803033661246,-1.0384744494044207,618.4773974609375,651.1860470581055,586.2589040052477,-6.319937150972232,-11.025425488464375,608.8846321539387,552.1653495355143,0.479989588304131,17.966639927455358,44.14842546588936,-65.8497306608365,0.32468847640332194,-0.04408236869624397
DIN,71.4,TRUSTED,32.95,7.253323509031519,14.709822,0.0,0.108,0.03983,0.0,89843000.0,2.31,167950000.0,0.0,33106000.0,25.75,32.95,Consumer Cyclical,60.3633398838765,1.5493009671457116,1.7787671279252848,9.615521525715845,28.931344299316407,24.369996995925902,32.40783950804032,13.89032055353888,35.207241791814454,35.87464244316319,29.831592870252347,0.5160321548024333,1.1701395994259058,48.96163635113987,-21.493938730228262,0.7387250344272389,0.6021726363342215
VEEV,71.4,TRUSTED,224.26,19.338017339902272,43.630352,1.275,0.16,0.2793,0.13719,1050695360.0,0.0,6637301248.0,0.0,860326976.0,312.17667,224.26,Healthcare,27.074917701680064,-12.64156809755778,-13.66613563194057,-6.538863363599301,263.8510009765625,263.8908002471924,233.62971218672845,-15.0050620703324,-15.017880768572978,250.42149139982754,211.82551024812167,0.32217044074716267,6.485715593610491,34.6813629288724,-43.097242990919895,0.7454148939973544,-0.6210557611535131
HIMS,71.4,TRUSTED,34.8,60.220999540286805,65.66038,192.437,0.492,0.060510002,0.26207,195340624.0,0.0,629744000.0,0.0,133789000.0,44.66667,34.8,Healthcare,40.824578602612675,-1.5837552361131912,-1.586641911854293,-6.1741733785556825,41.3633999633789,45.768649921417236,37.04465535503638,-15.867652881845459,-23.965423282507526,40.7371846416227,33.804815556741566,0.1435560726980602,1.8509289877755302,105.47833336335745,-27.493083814209406,0.3134231016759581,-0.5205522347806352
ADUS,71.4,TRUSTED,110.64,-8.486353512313837,23.74249,19.285,0.25,0.06361,0.085760005,53371624.0,0.0,101918000.0,0.0,85654000.0,141.5,110.64,Healthcare,30.266750394759697,-0.8920667915257212,-0.5031509888883893,-8.174951156740718,115.57659957885743,110.41819988250732,113.71713362619106,-4.2712800058118745,0.20087223607804147,122.24495292661463,108.18204597475257,0.1747827403899883,2.8357135227748325,31.602588244620605,-22.69464384318056,0.7404322788390022,-0.42701360615804507
